#,type,conscieniousness,agreeable,extraversion,neuroticism,openness
3941,INFJ,34.20483696,64.78034597,43.62101478,87.08747307,80.23638658
3942,INFJ,9.027111594,25.57634742,20.50373081,98.2359145,59.70570153
3943,INTJ,4.063586,68.98323363,51.81868664,99,90.94575714
3944,ISTP,7.975449971,41.89081262,20.62672755,99,86.37611316
3945,INFJ,29.68309302,63.92783427,35.37963605,89.96166003,83.44729037
3946,ENFP,15.89350334,68.93551605,51.72028205,92.85213068,88.18825792
3947,INFJ,39.24094646,42.31287104,13.0538798,98.67865481,78.74569642
3948,INFP,19.90042176,76.49259254,48.67885342,87.46391611,93.34143975
3949,ENFP,50.52874421,43.15022491,22.30729737,99,48.10819066
3950,INFP,14.44028158,45.76135696,47.52213718,98.92276444,73.3866367
3951,INTP,38.63347929,33.05811074,68.48795053,98.9094385,62.78193268
3952,INFP,24.11064298,35.24978615,45.76278753,97.58290973,79.19105333
3953,INTJ,21.1570585,45.58154884,42.75617829,96.8965237,76.10768583
3954,INTP,4.941036969,51.21595847,20.55838861,99,81.19667912
3955,ISFP,32.38548603,74.17158801,41.74900735,93.04151572,60.49994644
3956,ISFJ,52.84365101,45.60904245,25.64431788,94.88776915,84.70399708
3957,INFP,26.93248729,49.27187361,16.73321918,97.75134502,34.41701721
3958,INFJ,16.14384573,25.50695517,4.9641123,99,80.42111813
3959,INTJ,20.80300818,49.10131497,21.86395105,98.49391236,46.44927141
3960,INFP,75.49012953,39.06879174,32.02037079,92.72936893,37.93362698
3961,ENFP,41.35658189,59.17208553,37.85198687,95.94996642,54.26738735
3962,ESTJ,54.08944297,49.72155816,30.31966404,97.5508365,36.74733812
3963,ISFJ,36.87029483,47.28467384,33.81235766,82.26532817,65.72361878
3964,ENFP,36.517469,38.92125657,38.15752317,97.21246116,79.66459568
3965,INTJ,54.18092195,13.80844609,45.73272802,96.11194993,59.76450821
3966,ISFP,10.61862911,76.92523848,17.92983036,97.93880577,95.81921071
3967,INFJ,44.41876934,27.42122476,15.66663077,99,47.73346985
3968,INTP,42.5883774,59.6392451,29.90030107,78.03931974,72.75056859
3969,ENTJ,55.20199594,42.55337707,55.75846634,82.442717,78.32530255
3970,INTP,28.51209283,42.00614362,19.65206161,96.67991501,65.22863244
3971,ISFJ,60.11113722,45.09929249,18.69344457,96.77174565,63.67552878
3972,INTJ,34.72434241,75.41914295,20.89794504,90.97116143,79.57765589
3973,ENTJ,61.73969496,71.30852356,62.55577251,84.92643348,76.48737566
3974,INFP,51.69287855,47.62269611,30.22575255,78.25644046,68.28526144
3975,INFJ,26.89585797,35.52549581,70.41629025,98.35192932,53.21595415
3976,INFJ,57.47293479,69.81614844,26.73368875,88.6781619,79.1086279
3977,INFP,29.98294107,59.36396631,14.06867421,96.97786133,87.99708962
3978,INTJ,56.80567109,52.02847604,36.59280917,57.32080591,37.76452853
3979,INFJ,41.1650611,61.66110821,48.76372341,82.56743468,73.43825871
3980,INFP,51.56663636,53.57267359,49.89245008,96.59425566,65.93372427
3981,INFJ,12.08998164,38.49724313,19.85875736,99,74.54133278
3982,INFJ,6.042504143,60.01930256,70.8899823,97.8197824,69.02352238
3983,ENFP,53.41788146,40.90911267,30.78027401,98.40026702,51.53330987
3984,ENTJ,25.79933605,43.42807113,41.30893977,92.47587455,70.10110146
3985,INTP,55.9106754,55.0528232,26.81619944,93.78119676,65.39877566
3986,ENTP,59.68932157,39.70558489,56.42529007,94.35317852,76.16602369
3987,INTJ,11.35830684,41.6526865,13.77378829,99,86.8147599
3988,INFP,18.04903351,58.37292186,55.78402727,99,78.35400676
3989,INTP,37.9241806,48.96080909,49.89967117,77.0983983,91.27170321
3990,INFJ,29.00916231,72.31772521,49.69077439,83.58817454,83.48979057
3991,INFJ,22.10590031,15.12661596,45.59710253,95.75662529,44.44694566
3992,INFJ,17.34165726,48.40838071,18.61198284,98.19059407,51.8824893
3993,ENFP,79.34990576,62.82577159,29.42764272,77.02710859,57.9151207
3994,INTP,45.86640117,42.8171867,46.44944377,98.51738461,74.37037169
3995,ISTP,13.89235642,63.54036053,14.60301573,83.69568405,86.24236541
3996,INTJ,3.84082749,56.63432143,17.04479022,97.29638001,92.50545844
3997,ISTP,22.17420361,51.06798008,68.39023465,96.68291935,89.09234291
3998,INTJ,42.0935815,57.98479127,25.31694222,93.40430699,56.17319637
3999,INTJ,40.80730959,76.98342233,29.70815064,74.15622901,51.83863446
4000,INFP,24.10738489,45.18008789,21.98689357,97.40916297,55.1276489
4001,ESFP,34.53301058,66.36541305,64.97088307,96.82329117,78.67800027
4002,INTP,55.0423125,66.69062649,72.94152437,87.36082364,52.96818181
4003,ESTP,42.53327016,71.98642566,60.47714784,91.23664523,69.65678163
4004,INTJ,21.57247617,31.00319349,27.6478917,98.7603182,62.91288202
4005,INTJ,27.31501536,41.24959514,24.11574404,98.30951536,76.31295885
4006,INFP,22.8449205,66.56558964,46.06832815,85.89300802,72.0119665
4007,INFJ,33.30025567,62.40481112,13.7404137,91.39372931,67.56562582
4008,INFP,17.9647127,41.31861864,46.4949771,99,83.99387878
4009,INFP,48.46283917,53.78969299,28.66280028,91.25674624,74.32536519
4010,INTP,43.0180852,61.43952011,50.23011362,80.04117268,84.12089641
4011,ISTJ,11.70932025,60.70729767,23.12649353,97.10718733,88.19377611
4012,ENTP,5.50782457,27.28933579,55.38410792,99,74.23289559
4013,ENTP,46.55428076,68.28774875,37.31626746,68.53132885,74.1362182
4014,INFP,9.212345151,22.63069048,13.61365428,99,83.04038863
4015,ENTP,8.18789757,41.22292598,37.87714419,98.42407404,84.99827519
4016,ISTJ,25.18779211,85.16383059,45.48326553,56.66685391,71.96669243
4017,INTP,4.593500251,73.11805535,30.15314942,98.68703409,97.54653523
4018,INFJ,32.83830087,64.7384581,46.20330982,86.65622423,95.1297323
4019,ESFJ,64.85993561,67.18822562,50.02444162,77.36651637,72.37591034
4020,INTJ,43.64637899,52.91378748,29.62979841,97.42642924,40.13775634
4021,INTP,48.9897239,34.27894658,37.52162241,99,48.03220094
4022,ENFP,22.97300073,55.17298291,18.3103159,90.07956919,83.24456773
4023,INFP,35.13012189,41.98418911,17.79638753,97.50228013,53.37003019
4024,INTP,22.15192022,73.55138788,23.84508093,84.82563592,82.64336508
4025,INTP,20.41111889,36.06227649,20.47986739,99,52.53148815
4026,INTP,25.97212572,63.57070239,31.85606159,93.04178075,60.52581426
4027,ENTP,20.35131769,38.22336792,killer,99,82.15920756
4028,INFJ,25.87675252,37.80449975,44.20304014,99,Ni
4029,ENFP,38.35335751,67.65200776,46.22139193,89.67226077,82.37873555
4030,INFP,63.15928106,50.41342812,6.53472466,84.26172445,63.50752767
4031,INFJ,39.53566455,56.89250127,25.40783971,89.21627002,52.30779146
4032,INFP,42.88022312,57.12100686,35.7617981,92.72250434,72.90277172
4033,ENTJ,36.92610282,76.58248395,58.60769009,83.07004288,87.71797263
4034,INFP,13.92766339,29.13243268,5.828845608,99,76.76345185
4035,ENTP,6.492900595,57.0745832,26.26871857,99,91.89965389
4036,ISTP,65.20873482,44.33643114,64.50465301,89.05025475,51.66969111
4037,INFP,14.90469531,32.72435663,7.122628389,99,79.3987923
4038,ENTP,21.10475481,45.84069381,40.811809,97.54543407,82.03468519
4039,INFP,8.544964112,77.77445264,19.40265113,93.49769838,73.7487828
4040,ENFP,16.53588244,48.24691034,41.71105036,99,44.74346885
4041,ISFP,4.541306543,56.30446021,33.72199909,97.78385961,79.14203514
4042,ENFP,47.27280891,52.72189376,29.0984434,93.17535366,64.55661991
4043,INFP,31.49902223,35.3324126,32.05751325,99,84.79205976
4044,ENFP,4.729745093,40.77932178,16.47612589,99,85.89874495
4045,INFP,38.9492397,67.19297663,39.23459963,85.53057377,61.10892081
4046,INFP,38.93069434,42.42928348,41.22412609,99,72.87271396
4047,ENFP,19.34048975,78.41196274,31.92037771,79.52723536,64.95788219
4048,ISTJ,45.79224684,82.68903808,55.24446465,66.49461645,74.16189828
4049,ISFJ,77.82343674,30.81895743,35.92614019,90.51581482,56.93070857
4050,INTJ,54.87701557,70.95120198,41.83468845,86.23115344,71.92477258
4051,INTJ,38.18948017,29.43423718,31.84192484,99,81.2853288
4052,INFP,17.89131068,22.61881696,41.98084174,99,75.15598005
4053,ENTP,27.00460815,29.29806548,21.89502056,99,52.17441886
4054,INTP,50.38029866,36.73804662,27.1145812,93.1487549,69.76802589
4055,INFP,49.87297424,23.74247617,38.85812482,98.7659219,80.63786474
4056,INTJ,17.6780639,33.15144204,19.41769599,98.93093079,77.44679563
4057,ENFJ,35.02137362,34.11596727,33.55403305,98.15537694,70.98285449
4058,INTP,22.43147164,61.49534804,22.47848789,97.72374069,62.726343
4059,ISFP,51.78377682,50.50041778,45.17859587,97.58625117,63.84702701
4060,ISTJ,56.56015119,74.56888911,74.60352326,77.0637754,54.47146134
4061,ENFP,24.48408877,47.49619869,33.9410305,88.81554313,81.88498432
4062,ESTJ,70.17451676,46.36424721,28.31450471,86.41848064,59.41778088
4063,INFJ,36.81099778,64.02737763,14.76090886,85.33311487,38.64524858
4064,INFP,46.854939,49.90425052,16.03723606,94.2670174,43.25009915
4065,INFJ,33.28699408,50.50420106,66.46900685,96.82173525,70.48949068
4066,INTP,23.19858687,32.57308292,54.70357662,92.37631906,86.0756027
4067,ISTJ,62.56148977,29.21868049,24.59717375,99,58.44425792
4068,INTP,26.15043381,37.08188718,22.46977416,99,51.26033492
4069,ENTP,8.210343424,63.88010366,46.0440568,82.12525008,86.37175628
4070,INTP,13.7272006,45.17777351,60.32237122,98.53441439,71.70713848
4071,INFJ,28.03676868,43.7529703,20.16631542,99,65.0925029
4072,ENFP,68.83924184,60.10508265,62.66127492,95.79784083,64.86529238
4073,INFJ,54.25367073,46.2453663,39.43382315,86.92077126,62.62280207
4074,INFP,52.63616956,48.98497289,25.67318113,97.16980932,61.05372076
4075,ENTJ,50.09739556,57.83098191,47.1305266,95.42484269,58.13819462
4076,INTP,41.71409325,37.08147411,36.81686819,79.6104228,54.81462823
4077,ENTP,38.23990984,54.18987458,37.47548963,78.85315587,62.00005239
4078,ENTP,31.25778815,24.18023603,38.25308237,99,40.82662403
4079,INTP,11.90401964,36.63066458,15.370883,99,88.9413693
4080,INFJ,37.83668536,41.45711839,10.26270024,97.67368497,82.00105745
4081,ISTP,39.80480364,71.38002407,22.64093248,69.73859778,71.84247743
4082,INFJ,59.77760386,54.0458268,47.78607842,75.8301218,51.43363059
4083,INFP,50.25531199,42.25406355,36.96611043,98.82898379,63.14345715
4084,ENFP,30.78286402,84.37600099,44.07136241,95.33421587,67.4886056
4085,INFP,53.16672011,51.83251187,29.68478748,72.6672396,66.29809425
4086,INFP,18.53242029,66.73781896,83.67949265,81.17590929,96.33421907
4087,INTP,2.865925818,70.66908515,27.88961229,89.31987037,85.0974359
4088,INTJ,8.060590245,71.06563386,40.78871058,96.53082126,83.36813581
4089,INTP,25.7791889,58.22448356,34.05145928,85.78986957,74.3608313
4090,INFP,62.73938219,43.69441695,63.67264729,97.76753051,55.30810567
4091,INFJ,36.13673298,48.95246646,59.41089352,98.51799723,68.92998396
4092,INFP,37.44288827,20.55545222,33.45289536,98.56444634,64.42495018
4093,INTP,23.90704664,13.74231543,24.91553835,99,71.88376299
4094,ISFP,53.40083003,47.80103113,36.11621474,64.20726535,89.08888488
4095,INFJ,11.28285664,44.56244861,19.81600908,99,65.35110734
4096,ENFP,8.494549716,51.56305619,34.85534128,98.92205905,84.66906944
4097,INFJ,44.85663157,52.97733459,32.67676113,79.11744438,73.03562845
4098,INTP,29.28059268,67.85921767,36.89490972,89.95768313,77.06943401
4099,ENFP,9.977429858,69.72644379,47.30418328,77.19291251,82.02009884
4100,INTJ,34.16938358,39.46355657,15.45422676,96.68838892,51.49555174
4101,ENFP,40.40050886,86.03868636,31.44224745,65.10681107,83.26017697
4102,INFP,29.67210896,65.97429279,38.0884679,83.78079783,84.89851878
4103,INFP,17.68179669,60.97435103,38.13017846,89.30282694,86.2156501
4104,INFP,9.961911874,76.62571513,20.27509075,99,71.7719411
4105,ISTJ,81.16875108,44.00382907,50.45630243,92.65672183,53.99018632
4106,INFJ,43.05018606,74.58462025,30.4998516,93.90545051,78.2037051
4107,ISTP,7.090006582,28.37497684,44.84607708,99,71.02210025
4108,INFJ,49.66789963,66.58302965,62.19552778,78.47622635,45.6939387
4109,INFP,38.52136046,67.74938163,8.678103041,99,77.93193151
4110,INTJ,37.83343635,55.86896874,38.89122232,96.61664933,65.22553393
4111,INFJ,53.61692727,57.0826334,29.0996939,88.19216625,52.95991167
4112,ENTJ,13.38225472,48.82592762,45.68386069,96.56274853,71.78883201
4113,ISFP,25.33784904,71.80828541,46.76220522,51.48808072,85.08431317
4114,INTP,8.774996069,32.91142124,58.15599541,98.69438441,94.1067503
4115,ISFJ,42.95796388,71.60081352,58.81081166,76.00970846,79.70114411
4116,INTJ,19.49251393,51.36693988,24.84229139,93.81190366,54.42743154
4117,ESTJ,28.08831817,52.51692967,39.7494887,97.32512595,49.78132673
4118,INFJ,53.36955432,39.40472292,28.2123723,97.50186423,75.16856651
4119,INFJ,58.31273165,58.97761734,28.6395809,92.1912983,67.3238883
4120,INFJ,42.13665201,44.39821963,39.84527863,98.20233548,59.35678355
4121,INTP,51.3881235,31.1630812,29.19292671,96.97874905,59.64242502
4122,INTP,45.90167416,65.647243,65.5729058,86.08438476,77.18472334
4123,ISTJ,73.00224692,62.51434084,76.91033786,67.18369577,86.87531965
4124,INTP,11.70516498,76.28300431,28.79631655,93.03386944,94.86410009
4125,INTP,11.08396445,36.52361267,27.17370204,99,69.49516348
4126,INFJ,57.39807581,42.64140816,19.74087287,93.46983547,77.58400018
4127,ISTJ,21.24824171,37.08858097,16.67223421,99,44.48425996
4128,ENTP,19.95330312,44.70840494,49.56217336,97.31290883,65.77005703
4129,ESTJ,66.08616462,47.64808447,26.62878384,93.05498815,66.14004862
4130,ENFP,39.48699959,58.8892187,34.51335405,83.16186473,67.38663503
4131,ISFJ,5.68347232,70.21618685,60.27825655,86.53219502,97.7915788
4132,ENFP,65.02645704,47.94101297,21.22254868,78.030894,67.38377403
4133,ENTP,60.15051398,57.58837161,33.47098349,87.35577766,71.44466342
4134,INFJ,52.85329378,60.26905035,44.88377515,97.41591585,66.11110745
4135,ENTP,12.20711794,36.91081521,25.97840862,97.06615075,44.51612943
4136,INTJ,17.91948483,53.10980841,45.93035333,95.95831663,64.79589428
4137,INFP,23.40169333,65.27394467,31.43711202,93.09997991,84.56388687
4138,INFP,7.765642872,71.36077567,55.52003403,94.55678542,91.89538252
4139,INFJ,20.14696125,56.63996642,26.6121885,95.02772798,79.29507047
4140,INTP,5.393732744,80.02166176,66.81738144,95.41232319,88.67296448
4141,ENTP,16.19976717,46.66890443,33.11347052,95.43624884,89.41110824
4142,INTJ,58.1320048,28.77448376,13.81908548,99,64.37427453
4143,INFJ,23.81374854,57.6621326,19.5684835,95.47270522,61.05171106
4144,INTJ,17.82938512,59.72270645,43.26418437,97.40003438,82.02523836
4145,INTP,15.07207357,46.99358833,44.5633828,98.17311507,82.91590873
4146,INFJ,36.19966168,57.00972485,26.05667385,74.26259178,70.05166605
4147,INTP,33.10270886,40.68748359,70.22292705,77.4732922,75.62953606
4148,ESTJ,47.37542938,71.47807746,45.42882133,81.33862208,80.74182413
4149,ENFJ,32.24807739,56.84966348,40.14259418,94.69984436,87.83710557
4150,INFJ,20.98150916,56.96078539,53.33245785,95.97853478,82.83680436
4151,INTP,30.38438946,56.12815652,11.10818091,93.75782189,81.45037241
4152,ENTJ,5.776356999,31.88333273,65.34142092,99,76.37025915
4153,INFP,22.30694138,16.09540127,2.076965894,99,67.74206945
4154,INFP,7.235131424,52.99871001,7.061281291,98.88064253,82.98329709
4155,INTP,18.1864714,75.09172056,18.55988958,92.0756137,68.04167166
4156,INFP,28.39639025,72.20433023,26.89111683,97.12582675,70.4104069
4157,ISFJ,38.73041616,58.05013416,33.64662245,93.35394824,66.50284445
4158,INFJ,57.45647073,41.25278553,41.6179829,90.5679853,73.90746947
4159,INFP,38.59896864,70.30033307,45.10949831,86.29033503,88.10861647
4160,INTJ,28.28127024,40.43429001,33.67449344,96.2329433,74.76915594
4161,INTJ,43.57791273,8.346568901,3.921063708,99,63.76433859
4162,ENFJ,36.18692292,39.02666005,25.35318467,99,61.48740901
4163,INFJ,41.96535116,71.56386621,53.89991284,92.22569712,76.96796706
4164,ENFP,40.48844387,42.61528094,58.07578044,95.48799801,60.47527028
4165,ESTP,18.37910953,56.80677841,18.53040551,67.68061952,77.13824648
4166,INFJ,61.34307872,55.98457583,15.96254652,87.07539621,want
4167,ENFJ,48.44786267,50.64875752,57.85175997,92.69988404,74.06411467
4168,ENTP,43.38067519,65.48999854,34.77840144,81.88412425,78.71438303
4169,INFJ,49.86486196,43.2450559,35.84876768,97.3107962,55.14575292
4170,INFP,56.50201127,37.61506611,19.43099542,99,63.0757162
4171,ENTP,62.61760436,30.93200041,27.40332927,98.0712361,39.89596255
4172,ENTP,33.71044928,59.67658467,27.9815532,98.5852007,66.61096012
4173,ENFJ,38.95590364,83.09469529,79.96437171,49.41940765,85.23798936
4174,INTP,7.738932947,70.19723076,67.12662253,90.42141981,82.77496093
4175,INTJ,68.52604646,43.1241838,33.12542685,90.98696569,67.94452215
4176,INFP,20.94482843,73.48968446,52.49885588,90.37720984,89.93386588
4177,ENTP,13.91346339,33.89015318,27.21193812,99,76.75950125
4178,INFP,13.50240568,50.98281503,46.746024,95.15141933,85.66532451
4179,INFP,47.36542968,70.94170763,60.39727355,80.21988283,59.13350233
4180,INTP,28.86627254,53.02123708,51.6403563,85.26561985,88.37940383
4181,ENTP,39.59753328,54.88112881,31.27270322,87.99549321,71.28746872
4182,ESTJ,43.40192804,59.10765135,35.51439505,93.82905067,50.289879
4183,ENFP,22.05215353,65.57815581,27.40850546,99,88.84761944
4184,INTP,1.715723887,52.59565033,19.70425309,99,90.99693352
4185,INFP,26.38299211,31.79364146,10.95996279,99,60.4473127
4186,ENTJ,75.77167805,46.50781194,31.49955442,86.39001802,43.79438336
4187,INTP,52.81530582,43.56769027,30.13574223,95.2430392,71.72021507
4188,INFP,30.1267584,25.00276654,7.174873322,99,66.61526743
4189,INFJ,57.51989328,50.3962444,27.44463925,85.62514154,66.46867313
4190,INFJ,37.87115906,71.16541044,21.50978823,95.99268452,77.67501763
4191,ESTJ,43.8669501,48.86258262,27.02714059,99,44.18880007
4192,INFP,37.09201976,54.96653796,26.48622038,98.19907382,70.05076232
4193,INTJ,63.24152579,55.30511126,35.42468651,76.16131895,69.6602283
4194,ISTJ,52.32665641,34.50483505,34.17744759,99,58.20396618
4195,ENFP,17.20304476,58.86294445,51.38986518,96.28368637,72.59229214
4196,ISFJ,37.85779885,33.89199005,19.94464878,98.62035211,54.6424019
4197,INFJ,43.62453614,49.86409222,31.12509722,94.06125013,62.17545743
4198,INTP,31.01081383,58.76881129,19.15415743,96.43326349,91.14390237
4199,INTP,39.08059599,58.7980521,56.17968935,83.63336465,87.01854993
4200,INFP,67.24083308,41.27277718,14.57314599,95.01831032,59.64405686
4201,INTP,29.41175832,50.33113813,29.79483271,93.79686176,85.60513861
4202,INTP,44.23741863,43.14900628,52.9394202,97.83773464,74.94115289
4203,ENFP,28.66136932,46.69349412,62.61114065,90.64992745,81.72586936
4204,INTP,77.29690255,69.89712543,57.98749534,58.49763999,39.93515182
4205,INTP,18.49507285,53.17698668,66.07674296,86.41912783,84.71744683
4206,ENFJ,62.31623828,28.4323815,31.70548569,99,41.32952437
4207,INTP,6.398823065,46.10845479,5.967133767,99,59.82787289
4208,ENFJ,59.00795346,48.57159685,39.91345698,92.28114924,68.89605497
4209,ENTP,19.16744802,55.29146397,37.12836205,81.65644331,65.14940737
4210,ENFP,45.36099677,57.95743793,27.74211227,95.98930933,78.95012799
4211,INTP,40.39811225,20.03085681,14.23003508,99,64.71659893
4212,INTP,47.2553217,55.44370515,53.03404529,69.85905275,84.41291648
4213,INFP,32.306082,23.5416094,16.12676749,99,64.93407508
4214,ISFP,17.43419218,39.68692635,42.54619088,99,87.38226359
4215,INFJ,31.07835417,31.81887624,42.10467667,99,70.2165529
4216,INFJ,44.96810257,62.77912873,22.87034207,92.16999901,77.7103478
4217,INFP,12.05237529,36.86093811,4.179356898,99,77.22707808
4218,INFP,48.69625385,58.18820425,27.61573764,94.70469616,41.05672814
4219,INFP,45.02383849,45.94222481,27.96264041,92.8863311,67.54406681
4220,INFJ,28.2975577,61.24739218,44.40365604,94.0589927,60.99759371
4221,INTP,34.75567077,62.68218435,6.298460598,85.57779427,69.75022698
4222,INFP,57.11684807,48.21941946,60.42452957,98.12907477,68.68600084
4223,INTP,33.86560991,43.89589503,12.201017,99,71.55978197
4224,INFJ,52.87097724,70.8812454,61.98018473,63.36480513,70.49526157
4225,INTJ,41.9643639,67.25170643,37.24155362,84.49448846,85.71097989
4226,ENTP,17.92742198,53.38294819,56.88807859,98.73452259,80.46826398
4227,INTJ,25.15146412,65.6667894,22.51679393,98.23621078,47.8687963
4228,INFJ,50.19053845,41.819589,69.07772145,91.57151557,60.19412465
4229,ESTP,23.49983154,62.57814792,38.87300317,94.75883077,56.10449287
4230,INTP,15.12983078,40.41348391,19.36490822,96.94742942,66.91443008
4231,INTP,6.49311195,51.32598915,68.95592433,96.507312,77.8940838
4232,INFP,43.09010456,48.19199581,20.94422142,97.74680452,66.13840873
4233,ISTP,6.754285286,53.41111161,37.67176885,97.12040243,93.42595121
4234,ENFJ,51.8661305,36.14957325,15.83366408,99,63.66161495
4235,INFJ,49.26073727,30.22115308,11.10785254,99,60.70733634
4236,ENFJ,57.63387852,28.27115046,21.09706887,99,45.24902457
4237,INFJ,31.95026725,59.0459629,concepts,93.7942594,45.75625227
4238,INFP,28.08931795,68.465114,48.17670014,64.09090826,72.60331845
4239,INTP,50.29573983,26.54636335,11.63679296,97.83930332,50.62594063
4240,INFP,68.82097808,54.98120087,15.22365333,91.50336622,60.18694043
4241,INFP,39.25598499,58.76399497,17.82846381,97.93263135,81.03167736
4242,INFJ,54.42320107,59.89321698,56.3866194,83.34532795,52.91109061
4243,INTP,12.73514602,48.43048064,55.85283689,91.74424024,84.22863322
4244,INFJ,62.0938315,58.65918604,74.06613712,91.50356894,63.27846374
4245,ENFP,66.87976441,47.92615389,37.68616199,96.15897339,68.54747139
4246,ISTJ,63.5881923,56.66575348,40.73768065,91.25626464,70.07376586
4247,ENFP,21.412296,71.37949358,52.43868028,94.5792943,88.74555674
4248,INFP,38.38839672,72.18205237,24.54195634,86.87150467,61.9373501
4249,ISTJ,54.34956149,31.81121634,8.692847614,99,63.11463745
4250,ENTP,20.53861991,58.33891148,51.32178205,96.04826544,56.86494989
4251,INFJ,18.47198548,57.97698793,11.58316168,92.86478735,68.37046965
4252,ENTJ,55.12987221,29.72151299,33.64765509,98.03168379,56.17554535
4253,ENFP,22.97254382,37.93603519,20.69834926,99,57.47527065
4254,INTP,18.91062198,32.89154877,37.00755646,98.80257728,65.26038768
4255,ENTP,32.41958199,64.47394708,66.44753286,88.19817708,77.24320648
4256,ISFP,50.98497217,32.64095462,39.10654171,97.51598806,57.43575117
4257,INFP,8.856536614,83.98320317,5.92522587,90.18355585,88.97144291
4258,INFP,10.29176621,51.99478114,26.30794123,90.730766,82.14623085
4259,INFP,47.45531396,39.2625766,21.30875039,79.20620148,70.841876
4260,ENTP,26.66407278,67.329433,76.46460904,69.86838822,78.17099264
4261,INTJ,88.45473023,43.91371019,35.92023486,67.47555662,31.75696837
4262,INFP,13.30851609,51.91921157,39.6292405,96.05865822,71.78090358
4263,ENFP,28.59805254,31.77221515,18.16221586,98.68116547,59.37111271
4264,INFJ,14.55211607,76.6041112,65.96397982,89.952334,91.92071109
4265,ISTP,47.75252101,47.96638898,13.83139619,96.81509164,51.16516678
4266,INFP,23.42736663,45.10684989,36.97034965,99,72.46526311
4267,INFJ,50.99011244,44.78899207,33.99435845,95.7065902,63.82066948
4268,INFP,60.20381162,20.1398448,27.49212994,98.5064754,53.19288048
4269,ENTJ,34.25336996,47.85455631,49.4260624,95.08382996,30.07812753
4270,INTP,34.43542523,50.33595686,38.45401855,89.73964405,72.4807335
4271,INFJ,24.16576138,29.71945848,23.9144905,99,89.73167421
4272,INFP,14.86169186,38.59639362,3.693956973,99,80.93890687
4273,INFP,40.81886573,37.6448616,19.72362151,97.52550986,80.80581362
4274,INFP,52.023162,60.56142761,64.36609826,79.0117208,78.71365721
4275,INTP,23.36875267,31.80393363,31.48303877,96.86598462,59.55838126
4276,INFJ,38.81964052,37.17903054,26.25062798,99,72.98188888
4277,ESFJ,52.89373353,45.84312085,18.06330286,98.527284,30.07290723
4278,ENFP,16.02510238,72.33631475,37.59071329,79.81737198,92.72505962
4279,ENFJ,32.38907906,50.69998742,24.1969922,89.09927768,68.68414933
4280,INFP,32.85915241,52.58647935,5.303109786,94.9445083,85.43954311
4281,INTJ,19.85760677,73.6176038,21.22875203,88.37427772,80.89933892
4282,ENTP,25.49714079,56.14953606,57.74598644,97.25980592,65.3646913
4283,ISFP,17.2351722,72.67987409,30.07235529,80.54233249,87.01174552
4284,INFP,42.8518227,51.16505267,32.7098014,95.27517634,64.58144513
4285,INFJ,54.06665572,38.93406779,8.895550567,99,59.98240914
4286,INTJ,31.97159958,53.92854871,34.06858638,97.61651147,59.09932635
4287,INFP,38.41458455,44.99431702,5.970442457,99,58.9538594
4288,INTP,50.28602264,48.42508442,3.860463251,98.87312347,61.03615624
4289,INFP,25.97117244,41.93728356,18.37604765,98.789304,84.80895327
4290,INFP,22.70559908,38.24352602,39.00231016,95.53464351,75.04952318
4291,INFJ,33.19489955,29.81789358,15.26912179,99,89.43858255
4292,INFJ,19.79764942,65.36434381,34.94225055,93.63282743,49.44370501
4293,INTJ,34.51529396,37.07739155,27.80338607,99,66.26051388
4294,ENTJ,19.98393953,33.59001952,51.0949798,99,61.7594233
4295,ESFJ,14.66922761,18.96587112,18.17960895,99,87.64164242
4296,INTJ,57.3426004,40.7580395,18.85926914,86.58802454,31.02722465
4297,INTP,27.8593438,42.80995698,19.89042666,95.98322545,77.83445478
4298,INTP,33.72689398,41.70702172,54.31388882,98.03850292,74.80590591
4299,INTP,58.8742179,17.23301268,10.99712022,99,47.28623247
4300,ENFP,49.27004098,72.67994583,27.66125442,79.67651464,66.62358138
4301,ENTP,37.14222074,45.75399016,40.19526726,93.88607617,84.40206258
4302,INTP,40.00044621,24.65663025,8.312200263,99,66.53141751
4303,ISFJ,39.21791531,72.42705533,63.82777631,92.63337807,80.50308694
4304,ENTP,19.60272846,79.09591364,45.98917627,87.85911205,96.10344567
4305,INTP,12.91076047,51.92159509,28.87027087,99,84.15268322
4306,ENTJ,51.30061809,69.0042561,32.65969861,88.99816735,65.01044
4307,INTJ,23.07826963,62.85386847,36.35397879,50.72340316,83.26496446
4308,ENFP,17.60426647,45.90495307,66.89060075,91.88620787,78.71624913
4309,INTP,26.27519714,86.44559715,20.75831905,43.06441508,80.01118581
4310,INFP,49.6520443,50.08850709,19.68217433,90.78931956,56.8205523
4311,INTP,18.62711398,67.93229282,48.05912721,90.61007372,72.24602589
4312,ENTP,47.06019052,77.10082971,25.90487223,78.76111557,52.83722608
4313,INFJ,41.88747422,65.59850495,37.66342161,92.9583287,67.19600902
4314,INTP,46.07931278,54.89684044,53.84787055,94.40457307,80.39785915
4315,INFJ,53.2274735,41.38790331,34.46806308,79.16989748,77.615242
4316,ISFP,32.38156801,65.03847614,14.17511109,98.17402932,68.37234166
4317,ENTP,27.0717251,32.56235729,29.71633387,98.28914115,56.17361071
4318,INFP,21.44990577,30.93353788,52.5379971,99,45.41075413
4319,INTP,9.747996469,57.22148528,30.85021212,99,83.01343624
